method,structure,heavy_tailed,n,p,replication,distance
PCMCI_GPDC,GARCH,True,500,7,64,8
PCMCI_GPDC,GARCH,True,500,7,65,8
PCMCI_GPDC,GARCH,True,500,7,66,13
PCMCI_GPDC,GARCH,True,500,7,67,10
PCMCI_GPDC,GARCH,True,500,7,68,4
PCMCI_GPDC,GARCH,True,500,7,69,12
PCMCI_GPDC,GARCH,True,500,7,70,5
PCMCI_GPDC,GARCH,True,500,7,71,9
PCMCI_GPDC,GARCH,True,500,7,72,12
PCMCI_GPDC,GARCH,True,500,7,73,10
PCMCI_GPDC,GARCH,True,500,7,74,7
PCMCI_GPDC,GARCH,True,500,7,75,11
PCMCI_GPDC,GARCH,True,500,7,76,3
PCMCI_GPDC,GARCH,True,500,7,77,9
PCMCI_GPDC,GARCH,True,500,7,78,6
PCMCI_GPDC,GARCH,True,500,7,79,7
PCMCI_GPDC,GARCH,True,500,7,80,8
PCMCI_GPDC,GARCH,True,500,7,81,5
PCMCI_GPDC,GARCH,True,500,7,82,9
PCMCI_GPDC,GARCH,True,500,7,83,10
PCMCI_GPDC,GARCH,True,500,7,84,10
PCMCI_GPDC,GARCH,True,500,7,85,9
PCMCI_GPDC,GARCH,True,500,7,86,5
PCMCI_GPDC,GARCH,True,500,7,87,10
PCMCI_GPDC,GARCH,True,500,7,88,7
PCMCI_GPDC,GARCH,True,500,7,89,7
PCMCI_GPDC,GARCH,True,500,7,90,5
PCMCI_GPDC,GARCH,True,500,7,91,4
PCMCI_GPDC,GARCH,True,500,7,92,8
PCMCI_GPDC,GARCH,True,500,7,93,11
PCMCI_GPDC,GARCH,True,500,7,94,8
PCMCI_GPDC,GARCH,True,500,7,95,12
PCMCI_GPDC,GARCH,True,500,7,96,18
PCMCI_GPDC,GARCH,True,500,7,97,6
PCMCI_GPDC,GARCH,True,500,7,98,10
PCMCI_GPDC,GARCH,True,500,7,99,5
PCMCI_GPDC,GARCH,True,500,7,100,7
